sample_id,ACVD,AS,BPA,CL,IBD,IGT,T2D,CI,HC,FL,ME,SC
SRR14610724,0.14588794090924259,0,0.0019957264957264961,0.5940554018060582,0.01305637418137418,0,0.028025218632416773,0.0028571749887539365,0.20876752304432691,0.0024739422084623323,0.0028806977336389098,0
SRR14610643,0.032452546696509536,0.033458881031249443,0.066031786733218634,0.17555827519144082,0.057943396116267636,0.0062742403021814799,0.032038571271349896,0.16969487936813787,0.39143935577236683,0.011062390825548723,0.0029678742310321258,0.021077802460697195
SRR14610595,0.07132602928715287,0.00080409356725146192,0.0051212833219412158,0.58511785418855689,0.026439759264643158,0,0.020001510615287703,0.0021644183989385228,0.28354569789235479,0.0017155388471177943,0.0037638146167557934,0
SRR14610658,0.016122589312991785,0.0033124416433239962,0.043206429885380621,0.41934927459133975,0.050440333989980643,0.0042567230198422143,0.0041515747324570853,0.0029724279343844562,0.44886629355000601,0.0070946386130209659,0.00022727272727272727,0
SRR14610713,0.012260580635656356,0.041425803248440876,0.00125,0.077306961006306449,0.095797093425710994,0.00095548654244306417,0.020445629675808701,0.474412916748714,0.21022943665269686,0.006959180931577956,0.0030853566723131943,0.05587155446033152
SRR14610650,0.017209960412824195,0.011500197166954133,0.031934463476839627,0.46611069625193158,0.033013240192488726,0.0050899470899470898,0.019134404581461723,0.0047865814740814736,0.38059838762128778,0.01496590294810109,0.015299075926939703,0.00035714285714285714
SRR14610641,0.014505960628638646,0.003698009506833036,0.057308572324984347,0.37975097321950879,0.035039114651183895,0.0019762362637362639,0.0068080738705738712,0.0062122665271642256,0.4886742807124822,0.0023312908496732026,0.0030702214452214449,0.00062500000000000001
SRR14610601,0.025312275443854389,0.0097096784507775206,0.038808127008010895,0.035098427099868316,0.46490376525666277,0.015178548854825944,0.06430735243428741,0.016452112430053605,0.31376382270282754,0.016108747461688642,0.00035714285714285714,0
SRR14610700,0.0070346615234722657,0.0077655677655677656,0.050213311561869568,0.16470885587263123,0.039181656905559852,0.00019230769230769231,0.0075146670420260407,0.0010863095238095239,0.72136516211275548,0.00093749999999999997,0,0
SRR14610689,0.044261410437687519,0,0.00038461538461538462,0.80729205247105529,0.015784810719559676,0,0.011089112276612275,0,0.12075321610177406,0,0.00043478260869565214,0
SRR14610636,0.033225606973865486,0.0014287330316742081,0.012248401409392118,0.64737909338683319,0.030580120945446022,0.0002941176470588235,0.019160192125555909,0.0013953081232492997,0.25063608360164091,0.00020833333333333332,0.0034440094219505986,0
SRR14610654,0.14468362898879289,0.00045454545454545455,0.0011111111111111111,0.55657256330812677,0.018130685899068247,0.00041666666666666664,0.019467998075196221,0.0015329991645781119,0.24372025102240311,0.012560343960305262,0.0013492063492063491,0
SRR14610645,0.023122526052901941,0.0030540701128936427,0.001542017923596871,0.62060606765320048,0.10639817842969509,0.00020833333333333332,0.023747039102108763,0,0.19509415570862434,0.018628463691115121,0.0075991479925303449,0
SRR14610708,0.041521694164109009,0,0,0.78727279237360437,0.010866479925303452,0,0.0081712567403356869,0,0.14015509299352177,0.012012683803124981,0,0
SRR14610666,0.020462425624770825,0.00091666666666666676,0.003903931444372621,0.73046037747250736,0.029932608428386801,0.0010555555555555555,0.024079208046855097,0,0.17972134971394793,0.0031829516888340413,0.0059908077110442833,0.0002941176470588235
SRR14610729,0.068461053019085727,0.0089991924635466833,0.030718317736540244,0.068080513947883364,0.10321398621021716,0.007702506979865977,0.093437455971250874,0.011947356936672456,0.59577751431188974,0.0017261067106268343,0.0041419502979857673,0.0057940454144351037
SRR14610657,0.029067877504830659,0.018253785826578262,0.035949103520580172,0.24943563907700081,0.02080852398487679,0.0070509110199512672,0.035473604619918053,0.014126401941375355,0.5770078730201762,0.0038734158353723571,0.0048270107085896553,0.0041258529407506399
SRR14610703,0.043844327658066035,0.0093059039558652575,0.016525173721187655,0.050849827422581144,0.059240164539622733,0.0062216720414088834,0.29807042983638793,0.013295081445042746,0.48353391727306949,0.01411630641030796,0.0038697447160682451,0.0011274509803921567
SRR14610640,0.2277847251404764,0.0098645282306273011,0.13890238549719972,0.15523847123061352,0.015939142871494127,0.0023994567523979286,0.036999012775673489,0.027473492844967817,0.36893346571971741,0.012860445231844479,0.0013266986636551853,0.0022781750413329361
SRR14610721,0.0098047127451152231,0.0002941176470588235,0.0043108578512990273,0.37089402385988407,0.022474053701641527,0.001097048269068393,0.0033851976197177436,0.00050000000000000001,0.57569751405360137,0.010620905625162588,0.00092156862745098049,0
SRR14610712,0.14205206980150617,0,0.0011111111111111111,0.64961878795980776,0.012847959638400814,0,0.011456966644466646,0.0020940170940170941,0.17778184027594279,0.0030372474747474743,0,0
SRR14610613,0.030093281690453243,0.0089940193535394779,0.036306497510057871,0.35952836295952295,0.021506528359504871,0.011575556724550533,0.024704780527922937,0.0049084140833366829,0.48151819405399293,0.016080824576180611,0.0035551851825828804,0.0012283549783549785
SRR14610600,0.031154795131768807,0.0011733058608058608,0.0034284465534465537,0.59925534135627001,0.043265678065484564,0.0011458333333333333,0.036611183166678503,0,0.26979509352446662,0.0055734544609157607,0.0085968685468298476,0
